TimeGenerated,Computer,AggregatedValue
"2019-09-01T18:25:00Z","JWJ-SPS2019.JWJ.com","2.7739630788564677"
"2019-09-01T18:40:00Z","JWJ-SPS2019.JWJ.com","0.20452192351222048"
"2019-09-01T18:45:00Z","JWJ-SPS2019.JWJ.com","26.2225971221924"
"2019-09-01T18:55:00Z","JWJ-SPS2019.JWJ.com","0.16827840606371572"
"2019-09-01T19:00:00Z","JWJ-SPS2019.JWJ.com","0.3463452092625874"
"2019-09-01T19:05:00Z","JWJ-SPS2019.JWJ.com","0.169215530157089"
"2019-09-01T19:20:00Z","JWJ-SPS2019.JWJ.com","22.609171001861508"
"2019-09-01T19:25:00Z","JWJ-SPS2019.JWJ.com","0.222047373652458"
"2019-09-01T19:30:00Z","JWJ-SPS2019.JWJ.com","1.6121343973403183"
"2019-09-01T19:35:00Z","JWJ-SPS2019.JWJ.com","5.33081674575806"
"2019-09-01T19:45:00Z","JWJ-SPS2019.JWJ.com","0.11599062532186495"
"2019-09-01T19:50:00Z","JWJ-SPS2019.JWJ.com","1.8850650201110463"
"2019-09-01T19:55:00Z","JWJ-SPS2019.JWJ.com","0.18762899190187454"
"2019-09-01T20:00:00Z","JWJ-SPS2019.JWJ.com","0.147018238902092"
"2019-09-01T20:05:00Z","JWJ-SPS2019.JWJ.com","22.300194975733767"
"2019-09-01T20:15:00Z","JWJ-SPS2019.JWJ.com","25.143095727264882"
"2019-09-01T20:20:00Z","JWJ-SPS2019.JWJ.com","2.9708007251222934"
"2019-09-01T20:30:00Z","JWJ-SPS2019.JWJ.com","16.588718263639343"
"2019-09-01T20:35:00Z","JWJ-SPS2019.JWJ.com","14.44872026571205"
"2019-09-01T20:45:00Z","JWJ-SPS2019.JWJ.com","0.719488143920898"
"2019-09-01T20:55:00Z","JWJ-SPS2019.JWJ.com","13.7237768173218"
"2019-09-01T21:05:00Z","JWJ-SPS2019.JWJ.com","0.15564802599449937"
"2019-09-01T21:10:00Z","JWJ-SPS2019.JWJ.com","16.008454442024252"
"2019-09-01T21:15:00Z","JWJ-SPS2019.JWJ.com","25.20167922973635"
"2019-09-01T21:30:00Z","JWJ-SPS2019.JWJ.com","0.16835354144374528"
"2019-09-01T21:35:00Z","JWJ-SPS2019.JWJ.com","25.1558629542589"
"2019-09-01T21:40:00Z","JWJ-SPS2019.JWJ.com","0.2790427256375552"
"2019-09-01T21:45:00Z","JWJ-SPS2019.JWJ.com","0.7090222661693893"
"2019-09-01T21:55:00Z","JWJ-SPS2019.JWJ.com","25.09213049411773"
"2019-09-01T22:00:00Z","JWJ-SPS2019.JWJ.com","5.460850061476231"
"2019-09-01T22:15:00Z","JWJ-SPS2019.JWJ.com","1.642845463752748"
"2019-09-01T22:20:00Z","JWJ-SPS2019.JWJ.com","6.14220380783081"
"2019-09-01T22:40:00Z","JWJ-SPS2019.JWJ.com","2.6530168056488"
"2019-09-01T22:50:00Z","JWJ-SPS2019.JWJ.com","17.4779186248779"
"2019-09-01T23:00:00Z","JWJ-SPS2019.JWJ.com","4.2936718538985605"
"2019-09-01T23:10:00Z","JWJ-SPS2019.JWJ.com","0.186501733958721"
"2019-09-01T23:15:00Z","JWJ-SPS2019.JWJ.com","3.908722988995058"
"2019-09-01T23:30:00Z","JWJ-SPS2019.JWJ.com","1.5019651806602885"
"2019-09-01T23:40:00Z","JWJ-SPS2019.JWJ.com","0.1806741158167521"
"2019-09-01T23:45:00Z","JWJ-SPS2019.JWJ.com","0.283560067415237"
"2019-09-01T23:50:00Z","JWJ-SPS2019.JWJ.com","5.503360629081732"
"2019-09-02T00:00:00Z","JWJ-SPS2019.JWJ.com","3.147872924804685"
"2019-09-02T00:05:00Z","JWJ-SPS2019.JWJ.com","2.559216365528604"
"2019-09-02T00:10:00Z","JWJ-SPS2019.JWJ.com","0.3362942164142925"
"2019-09-02T00:15:00Z","JWJ-SPS2019.JWJ.com","3.1825055957015156"
"2019-09-02T00:20:00Z","JWJ-SPS2019.JWJ.com","5.8615697870651795"
"2019-09-02T00:35:00Z","JWJ-SPS2019.JWJ.com","0.06952106704314544"
"2019-09-02T00:40:00Z","JWJ-SPS2019.JWJ.com","0.2052810743451119"
"2019-09-02T00:55:00Z","JWJ-SPS2019.JWJ.com","0.1612172094949833"
"2019-09-02T01:00:00Z","JWJ-SPS2019.JWJ.com","0.19082565264155482"
"2019-09-02T01:10:00Z","JWJ-SPS2019.JWJ.com","0.20393062693377326"
"2019-09-02T01:15:00Z","JWJ-SPS2019.JWJ.com","5.80456161499023"
"2019-09-02T01:20:00Z","JWJ-SPS2019.JWJ.com","2.44216871261597"
"2019-09-02T01:25:00Z","JWJ-SPS2019.JWJ.com","22.679034843508695"
"2019-09-02T01:35:00Z","JWJ-SPS2019.JWJ.com","0.1845698058605192"
"2019-09-02T01:45:00Z","JWJ-SPS2019.JWJ.com","26.1409034729004"
"2019-09-02T01:50:00Z","JWJ-SPS2019.JWJ.com","0.320745378732681"
"2019-09-02T01:55:00Z","JWJ-SPS2019.JWJ.com","0.13898081965744485"
"2019-09-02T02:05:00Z","JWJ-SPS2019.JWJ.com","2.0129079876933247"
"2019-09-02T02:20:00Z","JWJ-SPS2019.JWJ.com","0.318343251943588"
"2019-09-02T02:25:00Z","JWJ-SPS2019.JWJ.com","26.58770270214749"
"2019-09-02T02:30:00Z","JWJ-SPS2019.JWJ.com","4.542193424701689"
"2019-09-02T02:35:00Z","JWJ-SPS2019.JWJ.com","0.528923392295837"
"2019-09-02T02:40:00Z","JWJ-SPS2019.JWJ.com","0.3543762947348034"
"2019-09-02T02:45:00Z","JWJ-SPS2019.JWJ.com","13.75267386436461"
"2019-09-02T03:00:00Z","JWJ-SPS2019.JWJ.com","0.44670408001790457"
"2019-09-02T03:05:00Z","JWJ-SPS2019.JWJ.com","26.526769369840632"
"2019-09-02T03:10:00Z","JWJ-SPS2019.JWJ.com","21.588726366559665"
"2019-09-02T03:15:00Z","JWJ-SPS2019.JWJ.com","0.40338398870080727"
"2019-09-02T03:20:00Z","JWJ-SPS2019.JWJ.com","0.5556959030883649"
"2019-09-02T03:35:00Z","JWJ-SPS2019.JWJ.com","0.12695723883807647"
"2019-09-02T03:40:00Z","JWJ-SPS2019.JWJ.com","2.56083965301514"
